Armadura de Ferro;Uma armadura de ferro resistente que aumenta a defesa do monstro equipado.;0;500;Efeito;MONSTER
Escudo do Guardião;Um escudo poderoso que aumenta a defesa do monstro equipado.;0;800;Efeito;MONSTER
Elmo do Herói;Um elmo resistente que aumenta a defesa do monstro equipado.;0;700;Efeito;MONSTER
Amuleto da Sabedoria;Um amuleto mágico que aumenta a defesa do monstro equipado.;0;600;Efeito;MONSTER
Espelho de Reflexão;Um espelho místico que reflete ataques e aumenta a defesa do monstro equipado.;0;400;Efeito;MONSTER
Armadura Encantada;Uma armadura mágica que aumenta a defesa do monstro equipado.;0;600;Efeito;MONSTER
Escudo Divino;Um escudo abençoado pelos deuses que aumenta a defesa do monstro equipado.;0;1000;Efeito;MONSTER
Manto da Invisibilidade;Um manto que aumenta a defesa do monstro equipado e o torna invisível.;0;400;Efeito;MONSTER
Recuperação divina;Uma bênção celestial que restaura a saúde;0;1000;Efeito;PLAYER
Armadura da Determinação;Uma armadura resistente que aumenta a defesa do monstro equipado.;0;700;Efeito;MONSTER
Escudo do Destino;Um escudo que altera o destino do monstro equipado aumentando sua defesa.;0;800;Efeito;MONSTER
Amuleto da Proteção;Um amuleto sagrado que aumenta a defesa do monstro equipado.;0;800;Efeito;MONSTER
Escudo de Gelo;Um escudo feito de gelo sólido que aumenta a defesa do monstro equipado.;0;900;Efeito;MONSTER
Coroa da Realeza;Uma coroa que aumenta a defesa do monstro equipado e concede o poder do controle.;0;500;Efeito;MONSTER
Escudo de Reflexão;Um escudo místico que reflete ataques e aumenta a defesa do monstro equipado.;0;600;Efeito;MONSTER
Elmo da Resistência;Um elmo resistente que aumenta a defesa do monstro equipado.;0;800;Efeito;MONSTER
Escudo Sagrado;Um escudo abençoado que aumenta a defesa do monstro equipado.;0;1000;Efeito;MONSTER
Armadura do Destemido;Uma armadura resistente que aumenta a defesa do monstro equipado.;0;700;Efeito;MONSTER
Escudo Encantado;Um escudo mágico que aumenta a defesa do monstro equipado.;0;600;Efeito;MONSTER
Espelho de Reflexão Mágica;Um espelho mágico que reflete ataques mágicos e aumenta a defesa do monstro equipado.;0;500;Efeito;MONSTER
Escudo da Terra;Um escudo feito de rochas sólidas que aumenta a defesa do monstro equipado.;0;900;Efeito;MONSTER
Capa do Engano;Uma capa mágica que aumenta a defesa do monstro equipado e confunde o oponente.;0;400;Efeito;MONSTER
Escudo das Sombras;Um escudo que protege o monstro equipado das sombras aumentando sua defesa.;0;800;Efeito;MONSTER
Manto da Proteção;Um manto que aumenta a defesa do monstro equipado e impede a destruição por batalha.;0;600;Efeito;MONSTER
Elmo do Destino;Um elmo que altera o destino do monstro equipado aumentando sua defesa.;0;800;Efeito;MONSTER
Escudo da Luz;Um escudo brilhante que aumenta a defesa do monstro equipado.;0;1000;Efeito;MONSTER
Armadura das Estrelas;Uma armadura cósmica que aumenta a defesa do monstro equipado.;0;700;Efeito;MONSTER
Escudo da Redenção;Um escudo abençoado que aumenta a defesa do monstro equipado.;0;800;Efeito;MONSTER
Amuleto da Cura;Um amuleto sagrado que aumenta a defesa do monstro equipado e recupera pontos de vida.;0;600;Efeito;MONSTER
Escudo da Resistência;Um escudo resistente que aumenta a defesa do monstro equipado.;0;900;Efeito;MONSTER
Elmo da Determinação;Um elmo resistente que aumenta a defesa do monstro equipado.;0;800;Efeito;MONSTER
Escudo da Resistência Mágica;Um escudo místico que aumenta a defesa do monstro equipado e nega efeitos mágicos.;0;600;Efeito;MONSTER
Elmo da Determinação;Um elmo que aumenta a defesa do monstro equipado e nega efeitos de cartas.;0;800;Efeito;MONSTER
Escudo das Ilusões;Um escudo mágico que aumenta a defesa do monstro equipado e nega efeitos de cartas mágicas.;0;600;Efeito;MONSTER
Escudo da Coragem;Um escudo corajoso que aumenta a defesa do monstro equipado.;0;900;Efeito;MONSTER
Elmo da Resistência Mágica;Um elmo místico que aumenta a defesa do monstro equipado e nega efeitos mágicos.;0;800;Efeito;MONSTER
Escudo dos Ancestrais;Um escudo ancestral que aumenta a defesa do monstro equipado.;0;1000;Efeito;MONSTER
Espada Lendária;Uma espada lendária que aumenta o ataque do monstro equipado.;500;0;monstro;MONSTER
Capa da Agilidade;Uma capa que aumenta a defesa do monstro equipado e aumenta sua velocidade de movimento.;500;0;Efeito;MONSTER
Anel da Coragem;Um anel que aumenta o ataque do monstro equipado.;600;0;Efeito;MONSTER
Elmo do Poder;Um elmo místico que aumenta o ataque do monstro equipado.;600;0;Efeito;MONSTER
Adaga Envenenada;Uma adaga que envenena os inimigos e aumenta o ataque do monstro equipado.;600;0;Efeito;MONSTER
Elmo do Heroísmo;Um elmo que aumenta a defesa do monstro equipado e concede habilidades heróicas.;600;0;Efeito;MONSTER
Colar da Vitalidade;Um colar que aumenta o ataque do monstro equipado e recupera pontos de vida.;600;0;Efeito;MONSTER
Elmo do Conhecimento;Um elmo místico que aumenta o ataque do monstro equipado.;600;0;Efeito;MONSTER
Lâmina da Destruição;Uma lâmina afiada que aumenta o ataque do monstro equipado.;700;0;Efeito;MONSTER
Adaga Sombria;Uma adaga afiada que aumenta o ataque do monstro equipado.;700;0;Efeito;MONSTER
Lâmina da Vingança;Uma lâmina afiada que aumenta o ataque do monstro equipado.;700;0;Efeito;MONSTER
Luvas da Destreza;Um par de luvas que aumenta o ataque do monstro equipado.;700;0;Efeito;MONSTER
Lâmina da Justiça;Uma lâmina afiada imbuida de justiça que aumenta o ataque do monstro equipado.;700;0;Efeito;MONSTER
Adaga das Sombras;Uma adaga sombria que aumenta o ataque do monstro equipado.;700;0;Efeito;MONSTER
Manto da Evasão;Um manto que aumenta a defesa do monstro equipado e impede ataques diretos.;700;0;Efeito;MONSTER
Lâmina Flamejante;Uma lâmina envolta em chamas que aumenta o ataque do monstro equipado.;700;0;Efeito;MONSTER
Adaga Enigmática;Uma adaga misteriosa que aumenta o ataque do monstro equipado.;700;0;Efeito;MONSTER
Górgona Petrificante;Uma criatura lendária com o poder de transformar seus inimigos em pedra.;800;1800;monstro;VAZIO
Luvas de Força;Um par de luvas que aumenta o ataque do monstro equipado.;800;0;Efeito;MONSTER
Espelho de Distorção;Um espelho que distorce a realidade aumentando o ataque do monstro equipado.;800;0;Efeito;MONSTER
Bracelete da Força;Um bracelete poderoso que aumenta o ataque do monstro equipado.;800;0;Efeito;MONSTER
Cajado da Iluminação;Um cajado místico que aumenta o ataque do monstro equipado.;800;0;Efeito;MONSTER
Bracelete da Determinação;Um bracelete resistente que aumenta o ataque do monstro equipado.;800;0;Efeito;MONSTER
Bracelete da Destreza;Um bracelete mágico que aumenta o ataque do monstro equipado.;800;0;Efeito;MONSTER
Cajado do Conhecimento;Um cajado mágico que aumenta o ataque do monstro equipado.;800;0;Efeito;MONSTER
Bracelete da Resistência;Um bracelete resistente que aumenta o ataque do monstro equipado.;800;0;Efeito;MONSTER
Bracelete da Determinação;Um bracelete poderoso que aumenta o ataque do monstro equipado.;800;0;Efeito;MONSTER
Flecha do Destino;Uma flecha mágica que aumenta o ataque do monstro equipado.;900;0;Efeito;MONSTER
Cajado da Sabedoria;Um cajado mágico que aumenta o ataque do monstro equipado.;900;0;Efeito;MONSTER
Espada do Trovão;Uma espada que canaliza a energia do trovão para aumentar o ataque do monstro equipado.;900;0;Efeito;MONSTER
Cajado do Poder;Um cajado poderoso que aumenta o ataque do monstro equipado.;900;0;Efeito;MONSTER
Cajado da Harmonia;Um cajado harmonioso que aumenta o ataque do monstro equipado.;900;0;Efeito;MONSTER
Fada Encantada;Uma fada mágica com o poder de conceder desejos.;1000;800;monstro;VAZIO
Homem de Pedra;Um ser humano transformado em pedra possuindo uma resistência inquebrável.;1000;2000;monstro;VAZIO
Espelho da Verdade;Um espelho que revela a verdade oculta aumentando o ataque do monstro equipado.;1000;0;Efeito;MONSTER
Espada do Destino;Uma espada lendária que aumenta o ataque do monstro equipado.;1000;0;Efeito;MONSTER
Espada Congelante;Uma espada que congela seus inimigos e aumenta o ataque do monstro equipado.;1000;0;Efeito;MONSTER
Espada Relâmpago;Uma espada carregada com energia elétrica que aumenta o ataque do monstro equipado.;1100;0;Efeito;MONSTER
Espada Sagrada;Uma espada abençoada que aumenta o ataque do monstro equipado.;1100;0;Efeito;MONSTER
Espada das Trevas;Uma espada obscura que aumenta o ataque do monstro equipado.;1100;0;Efeito;MONSTER
Sábio Ancião;Um sábio com conhecimento antigo e poderes místicos.;1200;2000;monstro;VAZIO
Sacerdotisa das Águas;Uma sacerdotisa que controla os poderes da água curando e purificando.;1200;1600;monstro;VAZIO
Maga dos Ventos;Uma feiticeira habilidosa em manipular os ventos em seu favor.;1200;1600;monstro;VAZIO
Sacerdotisa Sagrada;Uma sacerdotisa abençoada com poderes divinos para curar e proteger.;1200;1800;monstro;VAZIO
Guardião da Floresta;Um guardião místico que protege a harmonia da natureza.;1200;1600;monstro;VAZIO
Espada das Chamas Eternas;Uma espada envolta em chamas que aumenta o ataque do monstro equipado.;1200;0;Efeito;MONSTER
Espada Celestial;Uma espada divina que aumenta o ataque do monstro equipado.;1200;0;Efeito;MONSTER
Sereia Encantadora;Uma sereia com uma voz encantadora que hipnotiza seus oponentes.;1400;1600;monstro;VAZIO
Serpente Venenosa;Uma serpente mortal com um veneno letal.;1400;1200;monstro;VAZIO
Banshee Lamentadora;Uma banshee assombrada que emite lamentos arrepiantes para enfraquecer seus oponentes.;1400;1600;monstro;VAZIO
Sirene Encantadora;Uma sirene com uma voz hipnotizante que controla as marés e afoga seus oponentes.;1400;1600;monstro;VAZIO
Goblin Trapaceiro;Um goblin astuto que adora pregar peças em seus adversários.;1400;1200;monstro;VAZIO
Fada da Lua;Uma fada delicada que traz luz e esperança na escuridão.;1400;1600;monstro;VAZIO
Escorpião Venenoso;Um escorpião com um ferrão venenoso pronto para atacar seus oponentes.;1400;1200;monstro;VAZIO
Sereia Encantadora;Uma sereia com uma voz hipnotizante que controla os elementos aquáticos.;1400;1600;monstro;VAZIO
Bruxa Malévola;Uma bruxa poderosa que lança maldições em seus inimigos.;1400;1200;monstro;VAZIO
Fada das Flores;Uma fada que tem o poder de fazer flores desabrocharem onde quer que vá.;1400;1200;monstro;VAZIO
Serpente Venenosa;Uma serpente cujo veneno é mortal e paralisa suas presas.;1400;1200;monstro;VAZIO
Espírito da Floresta;Um espírito guardião das florestas com poder sobre a natureza.;1500;1900;monstro;VAZIO
Serpente Escamada;Uma serpente com escamas resistentes que oferece proteção contra ataques inimigos.;1500;1800;monstro;VAZIO
Gárgula de Pedra;Uma gárgula de pedra que ganha vida durante a noite para proteger seu território.;1500;1900;monstro;VAZIO
Golem de Pedra;Um golem maciço feito de pedra sólida com uma força inabalável.;1500;1900;monstro;VAZIO
Guardião da Chama;Um guardião que protege o fogo sagrado com sua vida.;1500;1800;monstro;VAZIO
Serpente Venenosa;Uma serpente com presas venenosas capaz de paralisar seus oponentes.;1500;1300;monstro;VAZIO
Guardião da Terra;Um guardião poderoso que controla os poderes da terra criando terremotos e deslizamentos de terra.;1500;1700;monstro;VAZIO
Serpente Escamada;Uma serpente com escamas duras e afiadas que oferece proteção contra ataques.;1500;1800;monstro;VAZIO
Sereia Encantadora;Uma sereia com uma voz hipnotizante capaz de controlar as marés.;1500;1300;monstro;VAZIO
Sereia Encantadora;Uma sereia com uma voz hipnotizante capaz de controlar as marés.;1500;1300;monstro;VAZIO
Guerreiro das Sombras;Um guerreiro ágil que se move nas sombras invisível aos olhos de seus inimigos.;1500;1700;monstro;VAZIO
Soldado do Lustro Negro;Um guerreiro treinado nas artes marciais equipado com uma armadura negra reluzente.;1500;1800;monstro;VAZIO
Sacerdote Sombrio;Um sacerdote enigmático que invoca a escuridão para destruir seus oponentes.;1600;1400;monstro;VAZIO
Fantasma Sinistro;Um fantasma assustador que assombra os pesadelos dos inimigos.;1600;1400;monstro;VAZIO
Lobo Sombrio;Um lobo negro e feroz que ataca seus oponentes com ferocidade implacável.;1600;1400;monstro;VAZIO
Vampiro Sanguinário;Um vampiro sedento por sangue que drena a vitalidade de seus oponentes.;1600;1400;monstro;VAZIO
Succubus Sedutora;Uma succubus sedutora que enfeitiça seus oponentes com seu charme hipnotizante.;1600;1400;monstro;VAZIO
Fantasma Vingativo;Um fantasma atormentado em busca de vingança contra seus inimigos.;1600;1400;monstro;VAZIO
Sombra Assassina;Uma sombra maligna que se move rapidamente para atacar seus oponentes.;1600;1400;monstro;VAZIO
Mago Arcano;Um mago com domínio sobre as energias arcanas e feitiços poderosos.;1600;1400;monstro;VAZIO
Cavaleiro da Rosa;Um cavaleiro valente que empunha uma espada com espinhos afiados.;1600;1800;monstro;VAZIO
Ladrão de Almas;Um ladrão sobrenatural que rouba as almas de suas vítimas para aumentar seu poder.;1600;1800;monstro;VAZIO
Espectro Sombrio;Um espectro que se esconde nas sombras e aterroriza os vivos.;1600;1400;monstro;VAZIO
Lobo Sombrio;Um lobo negro e sinistro que ronda as florestas assombradas.;1600;1400;monstro;VAZIO
Elemental de Chamas;Uma entidade elemental feita de fogo puro.;1600;1400;monstro;VAZIO
Ladrão de Almas;Um ser sombrio que rouba a energia vital de seus oponentes.;1600;1800;monstro;VAZIO
Arqueiro Élfico;Um arqueiro ágil e preciso especializado em ataques de longa distância.;1600;1400;monstro;VAZIO
Guardião do Templo;Um guardião leal que protege os segredos antigos de um templo esquecido.;1600;1800;monstro;VAZIO
Espectro Sinistro;Um espectro assombroso que traz consigo a escuridão e a morte.;1600;1800;monstro;VAZIO
Espírito da Natureza;Um espírito que personifica a força da natureza em sua forma mais pura.;1600;1400;monstro;VAZIO
Ladrão de Almas;Um ladrão sombrio que rouba as almas dos oponentes para aumentar seu próprio poder.;1700;1500;monstro;VAZIO
Cavaleiro das Sombras;Um cavaleiro misterioso que se move pelas sombras e ataca silenciosamente.;1700;1600;monstro;VAZIO
Bruxa Encantadora;Uma bruxa poderosa que conjura magias encantadoras para manipular seus oponentes.;1700;1500;monstro;VAZIO
Centauro Selvagem;Um centauro poderoso com força bruta e habilidades de tiro precisas.;1700;1600;monstro;VAZIO
Arqueiro Habilidoso;Um arqueiro com habilidades de tiro precisas e uma mira infalível.;1700;1500;monstro;VAZIO
Lobo Noturno;Um lobo selvagem que aterroriza a noite com seu uivo sinistro.;1700;1500;monstro;VAZIO
Cavaleiro de Bronze;Um cavaleiro corajoso com uma armadura simples mas eficaz.;1700;1800;monstro;VAZIO
Bruxo das Sombras;Um bruxo maligno que conjura magias negras para destruir seus oponentes.;1700;1500;monstro;VAZIO
Cavaleiro Fantasma;Um cavaleiro misterioso que vaga pelos campos de batalha assombrados.;1700;1600;monstro;VAZIO
Bruxa Enfeitiçadora;Uma bruxa com habilidades mágicas e um arsenal de feitiços poderosos.;1700;1500;monstro;VAZIO
Gárgula Sinistra;Uma criatura demoníaca com asas de morcego e um olhar aterrador.;1700;2000;monstro;VAZIO
Mago das Sombras;Um mago misterioso que conjura feitiços sombrios para atacar seus inimigos.;1700;1500;monstro;VAZIO
Cavaleiro do Trovão;Um cavaleiro corajoso que controla os raios e trovões.;1800;1700;monstro;VAZIO
Guardião do Fogo;Um guardião feroz que controla as chamas ardentes.;1800;2000;monstro;VAZIO
Elemental de Luz;Um elemental brilhante feito de pura luz divina.;1800;1900;monstro;VAZIO
Cavaleiro das Chamas;Um cavaleiro corajoso que manipula o fogo em suas investidas ardentes.;1800;1700;monstro;VAZIO
Elemental de Trevas;Um elemental sinistro feito das sombras mais profundas trazendo terror aos inimigos.;1800;2000;monstro;VAZIO
Espírito da Luz;Um espírito radiante que ilumina as trevas e concede proteção divina.;1800;1900;monstro;VAZIO
Guardião das Chamas;Um guardião ardente que protege a força vital do fogo.;1800;1700;monstro;VAZIO
Elemental de Gás;Um elemental feito de gás volátil capaz de explodir em chamas e causar explosões.;1800;2000;monstro;VAZIO
Elemental de Terra;Um elemental feito de rochas e terra capaz de causar terremotos.;1800;2000;monstro;VAZIO
Elemental de Luz;Um elemental brilhante feito de pura luz que cega seus oponentes.;1800;2000;monstro;VAZIO
Elemental de Fogo;Um elemental feito de chamas ardentes que reduz tudo a cinzas.;1800;1900;monstro;VAZIO
Guardião do Céu;Um guardião celestial que protege o equilíbrio entre o céu e a terra.;1800;2000;monstro;VAZIO
Harpia Devastadora;Uma harpia com garras afiadas e asas poderosas capaz de destruir tudo em seu caminho.;1800;1600;monstro;VAZIO
Cavaleiro das Trevas;Um guerreiro sombrio que cavalga um corcel demoníaco.;1800;1200;monstro;VAZIO
Dragão de Terra;Um dragão gigante que emerge das profundezas da terra.;1800;2200;monstro;VAZIO
Cavaleiro de Prata;Um cavaleiro habilidoso com uma armadura de prata reluzente.;1800;1600;monstro;VAZIO
Golem de Areia;Um golem formado por grãos de areia que se movem em sincronia.;1800;2200;monstro;VAZIO
Fantasma do Pântano;Um espírito assombrando um pântano enevoado aterrorizando intrusos.;1800;2000;monstro;VAZIO
Leão de Ouro;Um majestoso leão dourado símbolo de coragem e nobreza.;1800;2100;monstro;VAZIO
Gárgula de Pedra;Uma criatura de pedra viva que protege antigas ruínas.;1800;2200;monstro;VAZIO
Elemental de Metal;Um elemental feito de metal resistente capaz de resistir a ataques poderosos.;1900;2100;monstro;VAZIO
Harpia Devoradora;Uma harpia feroz que dilacera seus oponentes com suas garras afiadas.;1900;1700;monstro;VAZIO
Elemental de Gelo;Um elemental feito de gelo glacial capaz de congelar tudo ao seu redor.;1900;2100;monstro;VAZIO
Elemental de Vento;Um elemental feito de ventos furiosos capaz de criar tornados devastadores.;1900;2100;monstro;VAZIO
Cavaleiro de Prata;Um cavaleiro habilidoso com uma armadura de prata reluzente.;1900;1700;monstro;VAZIO
Serpente Marinha;Uma serpente colossal que rasteja pelos oceanos e engole navios inteiros.;1900;2100;monstro;VAZIO
Serpente Marinha;Uma serpente gigante que habita as profundezas do oceano.;1900;1500;monstro;VAZIO
Espírito da Tempestade;Um espírito que controla os elementos da tempestade com fúria implacável.;1900;1700;monstro;VAZIO
Quimera Infernal;Uma criatura grotesca composta por partes de vários monstros invocada do submundo.;1900;1500;monstro;VAZIO
Cavaleiro de Prata;Um cavaleiro habilidoso com uma armadura de prata reluzente.;1900;1700;monstro;VAZIO
Elemental de Gelo;Um elemental feito de gelo sólido que congela seus inimigos com um toque.;1900;2100;monstro;VAZIO
Soldado de Ferro;Um guerreiro armado com uma armadura de ferro indestrutível.;1900;1700;monstro;VAZIO
Cavaleiro Relâmpago;Um cavaleiro rápido como um raio capaz de desferir ataques surpreendentes.;1900;1500;monstro;VAZIO
Minotauro Feroz;Uma criatura metade homem metade touro conhecida por sua força imensa.;1900;1700;monstro;VAZIO
Dragão de Marfim;Um dragão elegante com escamas brancas como o marfim.;2000;1800;monstro;VAZIO
Titã da Terra;Um titã gigante com controle sobre os poderes da terra.;2000;1800;monstro;VAZIO
Dragão de Ouro;Um dragão majestoso feito de ouro puro símbolo de riqueza e poder.;2000;1800;monstro;VAZIO
Fênix Flamejante;Uma fênix majestosa que renasce das cinzas e incendeia seus oponentes.;2000;1800;monstro;VAZIO
Guardião da Escuridão;Um guardião sombrio que protege os segredos do mundo subterrâneo.;2000;1800;monstro;VAZIO
Fera Celestial;Uma fera majestosa com poderes cósmicos capaz de desencadear ataques devastadores.;2000;1800;monstro;VAZIO
Cavaleiro Espectral;Um cavaleiro cuja armadura é feita de energia espectral.;2000;1600;monstro;VAZIO
Dragão de Cristal;Um dragão feito de cristais preciosos com uma beleza deslumbrante.;2000;2200;monstro;VAZIO
Golem de Pedra Preciosa;Um golem feito de pedras preciosas emanando energia brilhante.;2000;2000;monstro;VAZIO
Titã de Pedra;Um titã gigante feito de pedra com força inigualável.;2000;1800;monstro;VAZIO
Lobo Fantasma;Um lobo espectral que aterroriza seus oponentes com sua aparência assustadora.;2000;1600;monstro;VAZIO
Tigre de Fogo;Um tigre que é envolto por chamas ardentes deixando um rastro de destruição por onde passa.;2000;1800;monstro;VAZIO
Dragão de Metal;Um dragão feito de metal indestrutível capaz de atravessar qualquer defesa.;2000;1800;monstro;VAZIO
Dragão Celestial;Um dragão majestoso que habita os céus e emana poder divino.;2100;1900;monstro;VAZIO
Guardião do Abismo;Um guardião das profundezas do abismo com olhos penetrantes e poder avassalador.;2100;2000;monstro;VAZIO
Dragão Negro;Um dragão negro que aterroriza a noite com seu poder sombrio.;2100;1900;monstro;VAZIO
Dragão da Tempestade;Um dragão imponente que controla as tempestades e descarrega raios nos seus inimigos.;2100;1900;monstro;VAZIO
Dragão do Trovão;Um dragão que controla os poderes do trovão e lança raios em seus inimigos.;2100;1900;monstro;VAZIO
Golem de Ferro;Um golem poderoso feito de ferro maciço.;2100;2000;monstro;VAZIO
Cavaleiro Real;Um cavaleiro nobre com uma armadura ornamentada e um código de honra.;2100;1900;monstro;VAZIO
Dragão Celestial;Um dragão majestoso que habita os céus com asas brilhantes.;2100;1900;monstro;VAZIO
Guardião do Abismo;Um guardião das profundezas do abismo com olhos penetrantes e um poder avassalador.;2100;2000;monstro;VAZIO
Lobisomem Feroz;Uma criatura meio humana meio lobo que ataca durante a noite de lua cheia.;2100;1500;monstro;VAZIO
Golem de Pedra;Um gigantesco golem feito de pedra sólida.;2100;1900;monstro;VAZIO
Cavaleiro Dourado;Um cavaleiro corajoso com uma armadura dourada brilhante.;2100;1900;monstro;VAZIO
Ciber Dragão;Um dragão mecânico equipado com alta tecnologia.;2100;1600;monstro;VAZIO
Dragão Sagrado;Um dragão sagrado que protege os reinos celestiais com sua força divina.;2200;2000;monstro;VAZIO
Dragão de Lava;Um dragão que controla o fogo vulcânico e incinera seus oponentes.;2200;1900;monstro;VAZIO
Dragão Cintilante;Um dragão místico com escamas brilhantes que refletem a luz.;2200;1800;monstro;VAZIO
Dragão de Vento;Um dragão cujas asas são feitas de vento capaz de voar a altas velocidades.;2200;1900;monstro;VAZIO
Fênix Flamejante;Uma fênix majestosa que renasce das cinzas com chamas intensas.;2200;1800;monstro;VAZIO
Dragão de Gelo;Um dragão que congela tudo à sua volta com seu sopro gélido.;2200;1800;monstro;VAZIO
Dragão Sagrado;Um dragão sagrado que irradia uma aura divina e protege os inocentes.;2200;2000;monstro;VAZIO
Dragão de Lava;Um dragão que habita vulcões lançando lava derretida em seus oponentes.;2200;1900;monstro;VAZIO
Dragão do Trovão;Um dragão que pode controlar os poderes da tempestade.;2200;2000;monstro;VAZIO
Dragão de Gelo;Um dragão de gelo cuja respiração congelante pode congelar seus oponentes.;2200;1800;monstro;VAZIO
Cavaleiro Lendário;Um cavaleiro habilidoso com uma armadura lendária que concede poderes sobrenaturais.;2200;2000;monstro;VAZIO
Dragão Divino;Um dragão sagrado imbuido com poderes divinos capaz de purificar o mal.;2300;2100;monstro;VAZIO
Ciclope Gigante;Um ciclope de tamanho colossal capaz de causar destruição em massa.;2300;2100;monstro;VAZIO
Dragão de Tempestade;Um dragão que controla os ventos e as tempestades.;2300;2000;monstro;VAZIO
Dragão Relâmpago;Um dragão que controla os raios e relâmpagos atingindo seus oponentes com eletricidade.;2300;2100;monstro;VAZIO
Dragão de Fogo;Um dragão cuspidor de fogo que destrói tudo em seu caminho.;2300;2100;monstro;VAZIO
Dragão de Lava;Um dragão que habita as profundezas vulcânicas e cospe lava derretida.;2300;2000;monstro;VAZIO
Dragão Negro de Olhos Vermelhos;Um dragão lendário com olhos vermelhos penetrantes que ataca com fúria imparável.;2400;2000;monstro;VAZIO
Dragão Negro de Asas Vermelhas;Um dragão poderoso com asas vermelhas que espalham a destruição por onde passam.;2400;2000;monstro;VAZIO
Dragão das Trevas;Um dragão sinistro que surge das sombras para atacar seus inimigos.;2400;2100;monstro;VAZIO
Dragão de Plasma;Um dragão que emite raios de plasma destrutivos para atacar seus oponentes.;2400;2000;monstro;VAZIO
Demônio das Trevas;Um demônio poderoso que emerge das profundezas do submundo para espalhar o caos.;2400;2000;monstro;VAZIO
Dragão de Água;Um dragão que habita os mares e controla a água.;2400;2100;monstro;VAZIO
Fênix Imortal;Uma ave mística que renasce das cinzas e possui um poder de fogo avassalador.;2400;2000;monstro;VAZIO
Dragão Negro;Um dragão de escamas negras que espalha medo e destruição por onde passa.;2400;2200;monstro;VAZIO
Dragão Estelar;Um dragão celestial que brilha como as estrelas e tem o poder de controlar a gravidade.;2500;2300;monstro;VAZIO
Mago Negro;Um mago habilidoso que invoca poderosos feitiços das trevas.;2500;2100;monstro;VAZIO
Dragão Branco de Olhos Azuis;Um lendário dragão que é um símbolo de poder e dominação.;3000;2500;monstro;VAZIO
